att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,irrelevant_att11,irrelevant_att12,irrelevant_att13,irrelevant_att14,irrelevant_att15,irrelevant_att16,irrelevant_att17,irrelevant_att18,irrelevant_att19,irrelevant_att20
-0.105995,0.499467,0.170882,0.237732,0.059676,-0.2983,-0.093216,0.132172,-0.068593,-0.002641,-0.238348,-0.431855,-0.065105,-0.225692,-0.267696,0.193332,-0.074379,-0.825692,-0.447121,-0.496964
0.257675,0.816913,0.029643,0.026042,-0.371961,0.071727,0.07047,-0.120729,-0.074184,0.095814,0.042708,0.108816,-0.669661,-0.403561,-0.402949,-0.832125,0.957804,-0.573439,-0.27514,-0.903392
0.020001,-0.011177,0.582574,0.003795,0.188026,-0.0371,-0.00134,-0.015324,0.465295,-0.03722,0.391671,0.208786,0.97112,-0.419916,-0.798727,0.125852,-0.027611,-0.219376,0.359634,-0.439907
-0.401282,-0.149591,-0.026804,-0.080412,0.110817,0.455232,0.014148,-0.117729,0.406836,-0.277443,-0.748545,-0.027428,0.784895,0.89034,-0.166373,0.83246,-0.504463,-0.989965,-0.095796,0.467865
-0.362796,-0.186321,0.105238,0.00271,-0.580546,-0.04282,0.042097,-0.11339,-0.03392,-0.095995,-0.591522,0.154765,0.048931,-0.893812,0.787709,-0.628463,0.754013,-0.485083,-0.857915,-0.981218
-0.179363,0.370817,-0.366325,-0.132284,-0.103318,-0.008163,0.139855,-0.31193,0.048443,0.374092,0.789537,-0.31211,-0.025552,0.0552,-0.140102,-0.892589,-0.799742,0.55721,-0.522895,0.979993
0.012868,-0.503222,0.585989,-0.019532,0.49287,0.238818,0.184081,0.034556,-0.036274,-0.043372,-0.717587,-0.101105,0.397602,0.243886,-0.83002,0.334994,-0.839487,0.859443,0.982043,0.346607
-0.118919,0.305819,-0.017764,-0.001356,-0.498417,0.140451,-0.257854,-0.026133,-0.027727,-0.302454,0.27497,-0.08126,0.043931,0.040946,0.426466,0.448811,-0.638452,0.140584,0.706929,-0.566814
-0.761965,-0.018436,-0.05794,-0.017614,-0.055609,-0.267009,0.249845,0.117313,0.107165,0.317262,0.91061,0.654316,0.320481,0.539363,0.221044,-0.809146,0.476619,0.31521,-0.347127,0.058267
0.059531,-0.013712,0.371541,-0.34975,0.732934,0.026766,0.173015,0.148116,-0.151842,-0.095811,0.254807,0.205175,-0.511609,-0.213832,-0.890753,0.637609,0.506464,0.514314,-0.620149,-0.352649
-0.624118,0.091059,0.184004,0.071726,-0.078189,-0.094581,-0.111442,0.189535,-0.06139,0.152033,-0.941696,-0.189555,0.68522,-0.976845,-0.169914,-0.088221,0.395665,-0.192595,0.456278,-0.871232
0.020359,-0.057031,0.097711,-0.490355,-0.024322,0.304961,0.153672,-0.208607,-6.3e-05,-0.51695,0.519128,0.12596,-0.061412,-0.79366,-0.719942,-0.211127,-0.571075,0.806992,-0.56887,-0.121904
-0.22567,0.013694,-0.271454,-0.089049,-0.119566,-0.499888,0.113923,-0.331673,-0.185405,0.271402,-0.649176,0.961731,0.9099,-0.373792,-0.937753,-0.670955,0.837309,-0.70946,0.303745,0.408646
-0.229957,-0.031225,-0.03393,0.117031,0.113035,-0.613259,-0.126741,-0.068773,-0.052501,0.033953,-0.94783,0.440037,-0.470565,0.475963,0.385564,0.097501,0.88429,0.934921,-0.298671,0.517828
-0.055986,-0.472588,0.285077,-0.09384,-0.138256,-0.038926,0.275508,0.133959,-0.14807,-0.345397,-0.930254,0.030735,0.363592,0.033191,-0.369361,0.421061,-0.760444,0.359033,-0.69998,0.973012
0.260908,-0.196014,0.140615,-0.013248,0.093198,-0.163352,-0.127447,-0.247202,0.239677,0.586542,-0.394471,0.030114,0.954385,-0.664849,-0.603569,0.223773,0.460402,-0.672247,0.12381,0.12791
-0.245173,-0.039884,0.271254,-0.25945,0.113826,-0.544471,-0.087749,-0.064512,-0.003415,0.048117,0.235199,0.001242,-0.515383,0.224129,0.695831,-0.668142,0.192815,-0.61815,-0.06047,0.955254
0.271613,0.004821,0.396808,0.308283,-0.103809,0.024526,-0.023888,0.026993,-0.054308,0.61749,0.888104,-0.50291,-0.025143,-0.917142,0.110854,-0.439984,0.614929,0.802471,-0.72042,-0.501762
0.013549,0.325656,0.18042,-0.020168,0.0389,-0.055491,-0.054675,0.640801,0.07803,-0.016282,-0.252651,0.333729,-0.632938,0.918245,-0.888461,0.490681,0.543491,0.955215,-0.05734,0.597878
-0.803659,0.086962,0.472796,-0.044401,0.034506,-0.023856,0.103816,-0.049421,0.084937,0.043696,0.439765,0.841891,0.882319,-0.586971,0.881351,0.520044,-0.590195,0.228377,0.952875,0.643474
0.11006,0.398849,-0.034698,-0.156922,-0.265947,0.209633,0.11719,0.443629,-0.046411,0.105491,-0.28643,-0.745353,0.075868,-0.340627,0.401224,-0.364499,0.416884,0.305273,0.737317,-0.00288
0.371704,0.093523,-0.112126,0.063017,-0.301254,-0.245624,-0.117691,-0.327478,-0.219618,-0.255218,-0.609561,0.821685,0.201676,0.30664,0.281011,-0.54407,-0.922881,0.994846,0.080594,0.420555
0.568068,0.485958,-0.006513,0.201739,0.118933,-0.033216,-0.03821,0.022885,-0.014273,0.01313,-0.496151,-0.207372,0.523072,-0.629881,0.978862,0.537369,0.993932,0.673008,-0.367771,-0.675418
0.081782,-0.030486,0.521024,-0.091707,-0.194661,-0.168252,0.167958,-0.102314,-0.106861,-0.093332,0.503627,-0.719639,0.778096,-0.188276,0.235124,0.832043,-0.783199,-0.774716,0.310982,0.790022
-0.528368,0.278793,-0.12021,-0.272678,-0.204575,-0.046533,-0.139414,-0.152079,-0.064062,-0.2767,-0.444512,-0.321124,0.372542,0.852381,-0.58186,-0.220813,-0.676415,0.67658,-0.168053,-0.821689
-0.028655,0.084388,0.191367,0.443876,0.76694,-0.103503,-0.009893,-0.045842,-0.016899,-0.059827,-0.836921,-0.971492,-0.69454,-0.2749,-0.783596,0.874204,-0.845019,-0.825169,0.271712,-0.355933
0.204745,0.756189,0.108173,0.277368,-0.027361,0.065558,-0.249602,0.260072,-0.11307,-0.155634,-0.510829,-0.964384,-0.862172,0.924726,-0.072147,-0.938372,0.962389,-0.828334,0.609526,-0.852652
-0.267587,-0.290278,-0.092585,-0.046621,-0.009563,0.152168,0.475519,0.013266,0.048322,0.016268,-0.716333,0.686055,-0.666898,0.933697,0.236783,0.062164,-0.217097,0.30603,-0.40519,-0.412904
0.582614,-0.344625,0.305158,0.124128,-0.048258,-0.043457,-0.032406,0.020197,-0.179164,0.004142,-0.298022,0.145642,-0.602509,-0.337503,0.607291,0.190547,0.805101,-0.781751,0.181373,-0.332049
-0.170308,-0.034196,-0.100929,0.09811,0.030966,0.058426,0.063873,0.052322,-0.564677,0.417193,-0.487774,0.301104,0.828543,0.479969,-0.434004,0.546533,-0.95021,0.155791,0.755587,-0.919975
0.457103,-0.454479,0.090415,-0.06495,-0.02364,-0.478301,-0.030047,-0.039705,-0.091919,-0.056428,0.268965,0.527624,-0.125431,-0.455587,0.533927,0.14439,-0.895065,0.412718,0.119785,-0.193697
0.362125,0.108621,-0.021016,0.171661,-0.113431,0.314047,-0.090905,-0.205973,0.459026,0.103575,-0.46858,-0.478618,0.477437,-0.714927,0.366976,0.846668,-0.800918,-0.711358,0.855055,0.947364
-0.128299,-0.400013,-0.363887,-0.021973,0.113281,0.010518,0.530088,0.10389,-0.050499,-0.218338,-0.286584,0.036,0.011583,0.209857,-0.723264,0.42674,-0.620696,0.057005,0.492194,-0.278308
-0.269729,-0.0472,0.035924,0.128977,-0.06242,-0.041182,-0.094868,-0.505538,-0.027505,-0.440656,-0.210564,-0.379863,0.067947,0.895092,0.760319,0.023904,-0.184015,-0.624618,0.610039,-0.603413
0.055864,-0.048613,0.348146,-0.596621,0.067139,-0.384532,0.018002,-0.066687,0.022177,-0.072961,0.996906,0.76089,0.619747,0.99386,0.031961,0.278273,-0.343326,0.41191,-0.667837,-0.754256
0.457637,0.046364,0.058393,0.002953,-0.080465,-0.166472,0.238535,0.086813,-0.062395,-0.689231,0.550608,-0.233818,-0.464691,-0.39025,0.214853,0.924931,0.795261,0.742908,0.012467,0.412142
-0.282272,0.387364,0.309278,0.016469,-0.180197,-0.052969,-0.045584,0.096666,0.411781,0.544227,0.933836,-0.87737,-0.809159,-0.567737,-0.755792,-0.745943,0.34244,-0.380385,0.52569,-0.742517
0.027688,-0.091923,0.122297,0.028759,0.053108,-0.613973,0.114557,0.107869,-0.001832,-0.049444,-0.203204,0.578191,0.533331,0.909681,-0.391386,-0.947014,-0.558259,-0.389889,-0.620896,-0.338136
-0.143368,0.029182,0.114524,0.046671,0.355275,0.08698,-0.591891,-0.085088,0.281172,-0.154065,0.151087,0.737163,-0.467563,-0.482626,-0.695784,-0.833759,0.866465,-0.219183,0.737392,0.340594
0.029641,-0.367913,0.189008,-0.14809,-0.128318,0.130189,0.09955,-0.389846,-0.327089,0.253946,0.206637,0.216236,-0.246887,0.217487,0.814285,0.149929,0.082031,-0.343597,0.835236,0.89143
-0.110729,0.119225,0.114074,-0.048157,0.454911,-0.374808,0.094324,-0.126768,-0.183596,-0.02099,-0.308012,0.37265,-0.478045,0.634845,0.705703,0.448845,-0.777777,-0.86523,0.604661,-0.421579
-0.066464,-0.31769,0.276593,-0.060554,-0.050419,0.112012,0.080116,-0.35836,0.536358,-0.182789,-0.80044,0.038943,0.625276,-0.290572,-0.764554,-0.339834,0.794403,-0.436459,0.660589,0.182903
0.13694,-0.391207,-0.191384,-0.089902,-0.628645,0.034732,-0.126806,-0.340808,-0.004411,0.137635,-0.595194,-0.375671,-0.027711,0.825391,-0.102819,-0.379511,-0.482781,0.31594,0.093887,-0.726133
0.044226,0.07132,0.194005,-0.187713,0.244326,-0.084545,-0.047332,-0.534567,0.087662,0.059766,0.853685,0.192546,-0.479498,-0.861244,-0.645291,0.897768,0.154891,-0.271911,-0.626954,-0.583716
-0.09504,-0.087436,-0.062284,0.022984,-0.027951,0.043036,-0.644843,0.149619,-0.071795,0.17332,0.359438,-0.196232,-0.138504,0.290349,0.98066,0.70255,0.72666,-0.751147,0.641382,0.875518
0.067977,0.478765,0.451325,0.328247,-0.074652,0.064885,0.15894,-0.088739,-0.24467,-0.078885,0.391534,0.398496,0.104221,-0.561682,-0.947885,-0.048971,-0.748896,-0.539019,-0.064549,-0.201603
0.133938,0.083637,0.556332,-0.112158,-0.066461,-0.015463,0.14185,-0.321288,0.101081,-0.562704,0.702075,0.970301,0.501328,0.897986,-0.612333,0.194356,0.977078,-0.606894,-0.507375,-0.552068
0.609296,-0.046548,0.554612,0.017461,0.246547,0.019122,0.126303,-0.002656,-0.049931,-0.349197,0.874717,-0.330817,-0.895235,-0.760786,-0.788078,0.134083,0.631317,0.672288,-0.956891,-0.588682
0.445652,-0.005833,-0.050537,0.087944,-0.008163,0.020882,0.549871,0.073236,-0.157262,0.018141,-0.413953,0.026603,-0.395867,0.847832,-0.295959,0.513704,-0.116085,-0.236583,0.506989,0.643184
-0.138885,0.579299,0.052169,0.407329,0.002737,-0.140277,-0.371161,0.197438,0.047771,0.144652,-0.241461,0.706707,0.420361,0.373939,0.958161,-0.866881,0.334874,-0.716552,0.084307,-0.61706
0.017927,-0.638557,0.048372,-0.014329,-0.045205,-0.076798,-0.116886,-0.04493,0.070959,0.273977,-0.89186,-0.643039,-0.345077,0.613221,-0.08155,0.680082,0.726793,0.424966,0.611114,-0.687583
-0.099125,0.009389,0.045178,0.320378,0.199645,-0.118336,0.33859,-0.02409,-0.016446,0.706159,0.029725,0.327542,0.218821,0.926555,-0.255863,-0.104904,-0.309007,-0.584161,-0.936518,-0.504828
0.170627,0.467767,0.05603,-0.024632,-0.050946,0.040957,0.449782,0.302043,-0.253136,-0.183281,-0.466872,0.605966,-0.494819,0.807607,0.535624,-0.550339,0.568524,0.002169,0.062608,0.640243
-0.020168,0.273761,-0.096054,-0.176982,0.344642,0.189864,0.676486,0.057141,-0.064714,0.211007,0.785252,0.406309,-0.525184,-0.550895,-0.53171,-0.230238,0.176557,-0.226274,0.536398,-0.179349
0.267062,0.035648,-0.031922,0.155822,0.001048,0.455532,-0.159153,-0.364335,-0.085738,0.139514,0.505349,-0.123011,-0.322769,0.708124,-0.776211,-0.894773,-0.191394,0.139432,-0.273232,0.991542
-0.47192,0.325875,0.116062,-0.530031,-0.037295,-0.025133,-0.187295,0.117263,-0.109675,-0.102892,-0.692499,0.544786,0.243143,-0.417395,0.798604,-0.558827,-0.710509,0.571261,-0.571007,0.316739
0.052875,-0.165863,0.106895,-0.157147,-0.052838,-0.591782,-0.296544,-0.053597,-0.052159,0.00105,0.424594,0.873928,0.502772,-0.179779,-0.043183,-0.339105,-0.890719,-0.1847,-0.327455,0.529289
0.539422,0.03584,-0.153313,0.084168,0.592618,0.019062,0.076835,-0.171017,0.20926,-0.076628,0.95075,-0.052357,-0.117611,0.502606,-0.039972,-0.227204,0.122847,0.847334,0.496297,-0.794035
-0.032596,0.825381,0.046092,0.044988,-0.008393,0.025069,-0.020765,0.211907,-0.07317,-0.040866,-0.295335,-0.683626,-0.083567,0.080134,-0.034882,-0.639445,-0.858041,-0.063162,0.559978,-0.90629
-0.062499,0.213334,-0.04276,0.047127,-0.188726,-0.046859,-0.032701,0.184001,-0.452614,-0.276982,0.47627,-0.175681,-0.578068,-0.646566,-0.625881,0.840671,0.115735,0.068732,0.12508,-0.565027
-0.129179,0.104418,0.264074,-0.345432,-0.091491,0.344353,-0.079133,-0.043677,-0.416654,0.051563,-0.763587,-0.672522,0.484981,-0.932692,0.225311,0.030675,-0.82591,-0.271063,0.519834,0.827213
0.029396,0.225878,-0.044177,0.771321,-0.137747,-0.04723,-0.020484,-0.097806,-0.043204,0.02954,0.858054,-0.963186,0.306226,-0.858105,-0.262591,-0.858004,-0.689252,0.541211,-0.806295,0.529409
0.587942,0.283903,-0.043013,-0.368151,-0.42923,-0.03087,0.026493,-0.058259,-0.021985,-0.166179,-0.956863,0.425425,-0.924928,0.936806,-0.302763,-0.9078,0.151331,-0.916347,-0.482774,-0.413846
-0.387067,0.023908,0.164969,-0.012037,0.709315,-0.024642,0.015552,0.0356,-0.073857,-0.351564,-0.971514,0.676079,-0.146164,-0.56968,0.384729,0.241896,-0.636453,0.329686,0.774853,0.750091
-0.0278,-0.063837,-0.365184,0.005767,-0.059708,-0.051133,0.830911,0.163424,0.042736,0.040879,-0.155318,0.243595,-0.552795,-0.317896,0.057884,-0.157067,0.62712,-0.752434,0.544475,0.299679
-0.432502,0.554194,0.151958,-0.19004,0.018017,0.268863,-0.191821,-0.002279,-0.14089,0.256494,0.543004,-0.224919,-0.065314,-0.399472,-0.893975,0.959018,-0.471212,0.132939,0.60162,-0.39382
-0.618501,-0.135687,0.000491,-0.088354,-0.091534,-0.022413,0.041018,0.198628,-0.050342,-0.016371,0.037654,-0.838902,0.010803,0.801591,0.285306,-0.009064,-0.348471,0.000551,0.404518,-0.882534
-0.109444,0.352398,0.35255,-0.195062,-0.156059,-0.192667,-0.073012,0.040473,0.114618,0.282434,0.715105,0.45448,-0.402454,-0.545634,-0.030056,-0.409011,0.887594,-0.135149,-0.585295,-0.506026
0.192587,-0.336489,0.122634,0.118559,0.042833,0.054204,-0.170498,0.079162,0.285741,0.488923,0.452628,0.644534,-0.014886,0.467451,-0.888339,-0.648878,-0.446446,0.817211,0.324658,-0.567597
0.274336,-0.273977,-0.529529,0.317377,-0.04674,-0.094538,0.292557,-0.003508,-0.118383,-0.294278,0.407762,0.447298,0.670731,-0.526832,0.154732,0.643673,-0.814723,-0.436699,0.568205,-0.494672
0.233199,-0.090144,0.350345,0.008577,-0.01312,-0.050423,0.460792,-0.004795,0.000331,0.489729,-0.83472,-0.716546,-0.717123,-0.11648,0.092954,-0.888662,-0.564272,0.40266,0.181484,-0.329188
-0.477515,0.088446,0.245544,0.395632,0.067214,0.586254,0.05358,-0.121806,-0.103592,-0.156058,0.364647,0.161798,-0.287431,-0.822406,0.296772,0.053537,-0.185953,0.679546,-0.406231,0.287592
-0.050079,0.230599,0.048966,0.23287,-0.022791,-0.042849,0.437532,0.452381,-0.194404,-0.130617,0.616862,-0.75385,0.568491,0.669101,0.834158,-0.869099,-0.852743,-0.542806,-0.278698,0.112013
0.266879,0.191027,0.109234,0.728712,0.103598,0.021499,0.058052,-0.302138,-0.176372,0.246987,0.724258,0.217211,0.10416,0.71096,-0.560665,-0.019659,-0.296056,-0.204995,0.807666,0.237368
0.085109,0.897814,0.044568,-0.045395,-0.048492,0.118936,-0.139541,0.050049,0.031744,-0.011965,-0.659512,-0.810958,0.139657,0.81858,0.761827,0.353677,-0.488409,-0.450207,-0.173574,-0.069351
0.552716,0.129096,-0.01059,-0.226385,-0.144352,0.297965,0.217168,-0.235606,-0.165764,0.225614,0.182363,-0.275162,0.555494,0.013308,-0.701113,0.897746,0.176263,-0.63097,-0.507458,0.273249
-0.182028,0.391398,-0.228529,-0.323899,-0.227126,-0.247907,-0.146747,-0.203751,0.161037,0.020492,0.693173,-0.477943,-0.458739,0.062127,0.752403,0.599435,-0.343331,0.568295,0.606201,0.149321
0.365918,-0.188675,-0.014479,-0.431703,0.02946,-0.074554,-0.103282,0.035794,-0.08221,-0.237575,0.152907,-0.512568,0.836991,-0.2399,-0.736428,0.922342,0.167242,-0.759625,0.695451,0.958122
0.523029,-0.245186,0.073205,0.086002,-0.011158,0.564031,0.031071,-0.050495,0.039484,-0.043643,-0.840388,0.364049,0.142496,0.29061,0.902869,-0.258657,0.430768,0.364472,0.882645,-0.754246
-0.024693,0.229098,0.38984,0.115564,0.163896,0.514434,-0.103578,-0.003541,-0.149364,-0.142879,-0.775184,-0.247332,0.152063,0.608569,-0.701756,0.096961,0.645805,0.286733,-0.744017,-0.170521
-0.04909,-0.288587,0.123865,0.282662,0.1239,-0.196635,-0.006412,-0.608478,-0.075735,-0.177741,-0.977795,-0.483545,0.293034,-0.891739,-0.228536,0.584139,0.08424,0.925102,-0.505893,-0.222186
0.193506,0.245885,-0.107929,-0.051143,0.033212,-0.282523,0.773501,0.046713,-0.090197,-0.223347,0.221883,-0.818107,0.232296,0.226403,0.752689,0.682068,0.527664,-0.109179,0.31308,0.44661
0.449135,-0.042746,0.023942,-0.499756,0.08538,0.096156,-0.209996,-0.058197,-0.291527,0.1352,0.482814,-0.660002,-0.878731,0.539534,-0.480332,0.626607,0.657091,-0.324429,0.75636,0.57138
0.53794,0.108649,-0.40103,0.026274,0.30537,-0.049262,0.072747,-0.519588,0.058895,-0.02349,0.245188,0.283246,-0.034635,-0.928438,0.954452,-0.590633,-0.070886,-0.331825,-0.76359,-0.123611
-0.063748,-0.191205,-0.046786,0.046528,0.178439,0.202083,-0.041877,0.769296,-0.043962,0.277693,0.675305,-0.46158,0.547467,0.44196,0.552684,-0.676327,0.834716,0.360386,0.399058,-0.239822
0.139966,-0.766819,0.039608,0.015833,-0.059763,0.262079,0.066941,-0.259172,-0.018232,-0.001417,-0.787714,0.708606,-0.843171,-0.051314,0.414936,0.114701,0.207345,-0.71909,0.687925,0.114807
0.116169,0.357224,0.28628,-0.112994,0.184202,0.122734,-0.360917,0.506701,0.037842,0.287122,-0.576105,-0.465162,-0.343108,-0.735279,0.484164,-0.542452,-0.581217,-0.654621,0.336516,-0.726648
-0.084084,-0.428489,0.017418,-0.082466,-0.147744,0.001716,-0.149792,-0.429804,-0.330841,-0.008199,0.60463,-0.47324,-0.119548,0.986689,-0.512782,-0.807328,-0.099863,0.093387,0.341491,-0.72073
-0.201403,0.256672,-0.086603,-0.577764,-0.085663,-0.187188,0.160797,0.051355,0.121214,0.125101,0.080871,-0.629518,-0.78724,-0.556972,-0.458059,-0.216003,-0.992405,0.149308,0.735255,-0.764332
-0.028867,-0.026975,-0.059716,-0.053292,0.033343,-0.595129,-0.407049,0.152943,0.151943,-0.046759,-0.605498,0.860523,0.787717,0.863769,0.386288,-0.096681,-0.593703,0.919836,-0.32675,0.307061
0.096597,0.180007,0.495581,0.094825,0.491566,0.038033,-0.055129,0.285688,0.003817,-0.067347,0.318256,-0.137795,0.786127,0.931312,-0.114962,-0.761052,-0.01002,-0.462109,0.006815,-0.823092
-0.039167,0.010162,-0.187089,-0.118298,-0.054142,0.439902,0.48147,-0.220493,-0.049197,-0.078393,0.444959,0.113473,0.725709,0.850199,0.617175,0.71159,-0.960766,-0.82936,0.18265,0.358291
-0.049018,-0.097471,0.183682,-0.61302,0.178634,0.007614,-0.197277,-0.334496,-0.036654,0.008874,0.3515,-0.875714,0.739599,0.153593,-0.281751,0.672305,0.529047,0.60126,-0.417187,-0.058871
0.066446,-0.474504,-0.046093,-0.004776,-0.004438,0.00836,0.194332,0.133802,0.493769,0.224759,0.061073,0.412329,-0.946426,0.545931,-0.946291,-0.446796,0.939565,0.32312,0.413813,-0.85299
-0.223691,-0.220008,-0.062169,-0.562726,-0.036532,-0.079397,-0.025413,0.088657,-0.037843,-0.236416,0.739314,-0.508298,0.12399,0.987309,0.569099,0.319962,0.846895,-0.113839,0.620264,-0.256885
-0.074172,0.099634,0.284043,-0.825365,0.243831,0.164615,0.175397,0.015494,0.018387,-0.024128,-0.18197,0.853907,-0.848732,-0.940848,0.170408,0.195932,-0.751329,0.82431,-0.78079,-0.987918
0.117648,-0.513664,0.039367,0.052894,-0.05697,0.539276,-0.038949,-0.165827,0.048135,-0.117071,0.632254,0.376179,-0.568142,-0.702738,-0.366996,0.031648,-0.181355,0.867166,0.138691,-0.061503
0.075605,-0.042185,-0.025504,0.554196,-0.108586,0.09732,-0.022657,-0.561246,0.218525,-0.087142,-0.698614,-0.329035,0.780309,0.803597,-0.747733,0.703171,0.923635,0.277333,-0.157636,-0.310214
0.074343,-0.65332,-0.12217,0.13296,0.086001,-0.052291,-0.013527,0.19948,-0.115459,0.016183,0.1337,0.642977,0.099072,0.999239,0.695971,0.641397,0.643923,0.816501,0.506562,0.755644
-0.072738,0.004886,0.65741,0.101817,0.362811,-0.068141,-0.201801,-0.010956,0.119152,0.141241,0.967075,0.519159,0.1848,-0.913451,-0.208014,-0.59288,-0.384989,0.069667,-0.406437,0.463017
-0.051094,0.500726,-0.09698,-0.229613,0.168912,-0.273683,0.163477,-0.610087,0.26975,0.153664,-0.709632,0.715495,0.655369,-0.341749,0.810193,0.799055,0.186178,0.470043,0.673114,0.48157
-0.23161,0.072045,0.113098,0.261719,0.010938,-0.161017,0.702616,-0.073,-0.096956,0.073974,-0.036499,0.737696,0.111966,-0.783895,-0.268585,0.761723,-0.867612,-0.529332,-0.847667,-0.362665
0.516123,0.363334,0.064802,-0.028471,0.037662,-0.083998,-0.257913,-0.049159,0.187076,0.013679,-0.85446,-0.203565,0.49709,-0.785783,-0.373597,0.075383,-0.544994,-0.212637,0.082636,-0.599247
0.048541,-0.038211,0.196645,0.217631,-0.046666,-0.397239,-0.303893,-0.474013,0.126397,-0.067182,0.455338,0.649183,-0.715016,-0.024571,-0.286182,-0.029058,-0.81128,0.657433,-0.147297,0.132021
0.823977,-0.148806,-0.324896,-0.044967,0.013199,0.060327,0.039946,0.00326,-0.087566,0.239143,-0.73332,-0.661607,0.390082,0.57833,0.077879,0.209968,0.653892,0.566652,0.811801,0.154887
-0.072281,-0.041656,0.465397,0.003159,0.39103,0.075514,0.272341,-0.327175,-0.049535,0.064763,-0.251586,0.739549,0.276904,-0.00666,0.085744,-0.624151,0.342932,-0.877832,0.692025,0.374661
0.193549,0.22157,-0.005176,-0.476244,-0.245697,-0.099044,0.666855,-0.043166,0.177585,-0.022054,-0.799865,0.203391,0.007982,-0.443791,0.964502,-0.009728,-0.774428,-0.299299,0.136643,-0.876746
0.105856,0.20042,0.598126,-0.043343,0.272626,0.076875,0.269428,0.167464,-0.224797,0.249373,0.337311,0.896823,0.212964,-0.215253,0.022141,-0.765656,-0.648706,-0.529112,-0.748581,-0.349297
-0.023684,-0.114605,0.473986,0.112632,0.341161,-0.174628,-0.162506,0.167762,0.241772,-0.223361,0.409141,-0.179979,-0.929084,-0.170642,-0.098729,-0.568191,-0.600544,-0.551971,0.464314,0.917501
0.647441,-0.042769,0.100889,0.030855,0.029459,0.095782,0.087641,-0.043591,0.340209,0.061234,-0.117902,0.787912,0.269619,-0.958943,-0.154463,0.740278,0.491606,0.742426,0.22564,0.584798
0.723226,0.061795,0.22138,-0.35332,-0.058914,0.085331,-0.066437,0.064059,0.090018,-0.009466,0.417356,-0.921535,-0.028157,0.564309,-0.925777,-0.326428,0.880352,-0.756368,0.355738,0.141304
-0.237227,-0.080243,-0.014429,-0.092555,0.045514,0.126023,-0.183782,-0.561399,-0.057278,0.239341,0.067883,0.915444,-0.457876,0.119847,0.369953,-0.095909,0.840222,0.058356,-0.167536,0.518629
-0.089803,-0.236923,0.044341,-0.760276,0.285902,0.050618,0.228426,0.045203,-0.041644,0.013033,0.108672,0.697855,0.162619,-0.380742,0.287694,0.309474,0.514961,-0.713276,-0.781169,-0.815517
0.039222,0.133031,-0.3202,-0.066643,-0.054637,0.175894,-0.283237,-0.028617,0.377578,-0.480426,-0.689407,-0.077873,0.518533,0.614709,0.922412,-0.745007,-0.039519,0.658565,0.006426,0.200339
-0.35684,-0.07288,-0.187048,0.194294,-0.455775,0.42565,0.154772,-0.036317,-0.104801,-0.04574,0.425058,-0.642955,0.019039,0.280853,-0.109604,-0.254287,0.0324,-0.58179,-0.832063,0.00282
-0.037124,0.021392,0.151289,-0.6624,-0.129369,-0.042353,0.143331,-0.01566,-0.016265,0.005964,-0.655277,-0.702064,-0.873532,0.380345,0.579711,0.225101,-0.997894,0.183888,0.979024,0.413547
0.540382,0.04255,-0.043246,0.733357,-0.007358,0.036966,0.031173,0.052319,-0.050945,0.051929,0.057716,0.998992,0.413955,-0.010782,0.333772,0.60559,-0.722717,-0.361437,0.523672,-0.421051
-0.562751,-0.19724,-0.04445,0.046637,0.201221,0.005621,-0.186016,0.199012,0.180166,-0.241974,-0.136503,-0.204122,0.110056,-0.555412,-0.894606,0.538833,0.81467,-0.563687,0.607278,0.94932
0.201823,-0.002778,0.064436,-0.027546,-0.060001,-0.651801,0.119759,-0.210053,-0.063832,-0.003499,-0.857161,0.400633,-0.200213,-0.402835,-0.655359,-0.802511,-0.261382,-0.982882,0.468374,-0.933673
0.548672,0.394973,0.364341,-0.062215,-0.036072,-0.081624,0.085082,-0.183236,-0.026038,-0.024113,0.579196,0.574934,0.347936,0.858228,-0.918409,-0.043743,-0.655768,0.778935,-0.365228,-0.33761
-0.300543,-0.096678,-0.006833,0.670304,0.013445,0.367692,-0.045601,-0.066709,-0.258315,-0.140574,-0.548223,0.344235,-0.763484,-0.640058,-0.014867,-0.381673,-0.374897,-0.293271,-0.524131,-0.512559
-0.047165,-0.037068,-0.292051,-0.094932,-0.014357,-0.384991,0.386234,0.007023,0.556156,0.184457,0.331144,0.364189,0.639235,0.715086,0.802704,0.306977,-0.68925,0.831983,-0.045906,0.253275
-0.563949,-0.056777,-0.043248,0.685179,-0.069892,-0.03786,0.040743,0.002949,0.322667,0.141199,-0.89356,0.532866,-0.501463,-0.935233,-0.773555,-0.816048,-0.752899,0.303099,-0.699723,0.289063
0.382916,0.119257,0.051952,-0.045148,-0.080373,0.691315,-0.194169,-0.010416,-0.104597,-0.236566,0.191132,-0.219947,0.462969,0.318989,0.632639,-0.098474,-0.045073,0.177839,-0.113145,-0.119157
-0.559266,-0.001006,0.089735,0.206151,-0.044684,-0.142505,-0.50211,0.059123,-0.056948,-0.06241,-0.545736,-0.238231,-0.846512,0.484764,-0.921046,0.55959,0.037905,-0.124007,-0.462884,-0.948543
